Genres,Film Count,Average Ratings
"Animation,Family,Western",7,63.7142857142857
"Animation,Game-Show",7,71.7142857142857
"Animation,Horror,Romance",7,67.7142857142857
"Biography,Comedy,Horror",7,66.7142857142857
"Biography,Documentary,Western",7,67.7142857142857
"Biography,Family",7,63
"Comedy,History,Mystery",7,69.8571428571429
"Comedy,Romance,Talk-Show",7,56
"Crime,Horror,Music",7,64.5714285714286
"Crime,Thriller,Western",7,65.1428571428571
"Documentary,Family,Fantasy",7,74.8571428571429
"Documentary,Family,War",7,70.8571428571429
"Documentary,History,Musical",7,69.7142857142857
"Drama,Film-Noir,Horror",7,61.2857142857143
"Drama,Film-Noir,Sport",7,68.2857142857143
"Drama,Game-Show,Music",7,75.2857142857143
"Drama,Horror,Reality-TV",7,74.2857142857143
"Drama,Reality-TV,Talk-Show",7,60.8571428571429
"Drama,Sport,War",7,71.7142857142857
"Family,Fantasy,Game-Show",7,73.5714285714286
"Family,Game-Show,Talk-Show",7,62.5714285714286
"Fantasy,Horror,Musical",7,57.4285714285714
"Film-Noir,Mystery",7,62.2857142857143
"History,Horror,Thriller",7,47.4285714285714
"History,Music",7,75.5714285714286
"History,Musical,Romance",7,71.8571428571429
"History,Sci-Fi",7,67
"Music,Reality-TV,Talk-Show",7,48.5714285714286
"Music,Short,Thriller",7,86.5714285714286
"Musical,Mystery,Romance",7,65.8571428571429
"Sci-Fi,Short,War",7,66.7142857142857
"Action,Adult,Fantasy",8,52.5
"Action,Documentary,Reality-TV",8,81
"Action,Family,Thriller",8,56.625
"Action,Game-Show",8,64.75
"Action,Horror,War",8,51.125
"Adult,Comedy,Documentary",8,61.5
"Adventure,Crime,Sci-Fi",8,52.25
"Adventure,Documentary,Game-Show",8,72.625
"Adventure,Fantasy,Thriller",8,58.75
"Animation,Comedy,Reality-TV",8,74
"Animation,Musical,Romance",8,74.375
"Biography,History,Music",8,75.875
"Biography,History,News",8,65.5
"Comedy,News,Reality-TV",8,72.25
"Crime,Documentary,Family",8,66.375
"Crime,Game-Show",8,63.875
"Crime,Music,Mystery",8,54.25
"Crime,Short,Western",8,64.5
"Documentary,Music,Romance",8,71.25
"Drama,Fantasy,Western",8,60.875
"Fantasy,History,Short",8,67.125
"Fantasy,Short,Western",8,68
"Game-Show,Musical",8,53.75
"History,Music,Short",8,69.875
"History,Short,Thriller",8,82.375
"Music,Sci-Fi",8,70.75
"Musical,Mystery,Short",8,76.75
"Musical,Romance,Thriller",8,65.625
"Sci-Fi,Short,Western",8,70
"Sci-Fi,War",8,68.375
"Action,Fantasy,War",9,56.4444444444444
"Action,Romance,Western",9,54.6666666666667
"Adult,Adventure,Crime",9,58.8888888888889
"Adult,Adventure,Sci-Fi",9,60.5555555555556
"Adult,Drama,Sci-Fi",9,59.2222222222222
"Adult,Mystery,Thriller",9,62.5555555555556
"Adventure,Biography",9,66.4444444444444
"Adventure,Crime,History",9,64.3333333333333
"Adventure,Crime,Short",9,62.5555555555556
"Adventure,Drama,Reality-TV",9,83.5555555555556
"Adventure,Horror,Romance",9,60
"Adventure,Musical,Romance",9,58.7777777777778
"Adventure,Romance,Thriller",9,60.8888888888889
"Adventure,Romance,War",9,55.6666666666667
"Animation,Comedy,Western",9,57.4444444444444
"Animation,Mystery,Romance",9,70.5555555555556
"Biography,Comedy,Sport",9,78.4444444444444
"Biography,Comedy,Talk-Show",9,82.6666666666667
"Biography,Music,Romance",9,67
"Comedy,Documentary,War",9,67.1111111111111
"Comedy,Music,Western",9,55.1111111111111
"Documentary,Family,Romance",9,70.6666666666667
"Documentary,Sport,War",9,76.8888888888889
"Family,Horror,Short",9,71.8888888888889
"Family,Sci-Fi,Short",9,72.1111111111111
"Family,War",9,66.8888888888889
"Fantasy,History,Thriller",9,71.6666666666667
"History,Musical",9,64.4444444444444
"History,Reality-TV,War",9,74.8888888888889
"History,Romance,War",9,68
"Horror,Music,Sci-Fi",9,61.1111111111111
"Horror,Short,War",9,73.7777777777778
"Music,Reality-TV,Short",9,63.5555555555556
"Music,Short,Sport",9,74.6666666666667
"Musical,Thriller",9,62.1111111111111
"Action,Adult,Romance",10,63.7
"Action,Adult,Sci-Fi",10,63
"Action,Crime,Family",10,63.7
"Action,Music,Short",10,74.2
"Action,Musical",10,65.1
"Action,Romance,War",10,59.7
"Adult,Comedy,Music",10,59.2
"Adult,Comedy,Musical",10,58.5
"Adult,Fantasy,Sci-Fi",10,58.9
"Adventure,Fantasy,Reality-TV",10,72.7
"Comedy,Family,Thriller",10,63.3
"Crime,History,Reality-TV",10,69.8
"Crime,History,Thriller",10,65.6
"Crime,News",10,70.5
"Documentary,Family,Musical",10,73
"Drama,Music,Reality-TV",10,75.7
"Drama,Sci-Fi,War",10,62.8
"Family,Fantasy,History",10,76.3
"Family,Music,Romance",10,65.1
"Family,Sci-Fi,Thriller",10,72.8
"Fantasy,Music,Musical",10,72.4
"Fantasy,Musical,Sci-Fi",10,58.9
"Fantasy,Sport",10,57.1
"Horror,Music,Thriller",10,51.6
"Horror,Thriller,Western",10,51
"Musical,Western",10,55.5
"Sci-Fi,Western",10,54.3
"Action,Documentary,Family",11,74.3636363636364
"Action,Family,Short",11,69.0909090909091
"Action,Horror,Western",11,45.9090909090909
"Action,Sport,Talk-Show",11,71.1818181818182
"Adventure,Fantasy,Music",11,77.3636363636364
"Adventure,History,Short",11,75.3636363636364
"Adventure,Music",11,73.9090909090909
"Adventure,Romance,Short",11,70
"Animation,Biography",11,67.9090909090909
"Animation,Documentary,News",11,77
"Animation,Drama,Musical",11,66.1818181818182
"Animation,Family,War",11,90.0909090909091
"Biography,History,Romance",11,70.7272727272727
"Comedy,Crime,Western",11,56.7272727272727
"Comedy,Documentary,Mystery",11,76.3636363636364
"Documentary,Reality-TV,Short",11,55.3636363636364
"Family,Short,Sport",11,58.5454545454545
"Fantasy,History",11,66.2727272727273
"Horror,Thriller,War",11,40
"Horror,War",11,40.0909090909091
"Romance,Short,Western",11,64.9090909090909
"Sci-Fi,Sport",11,56.5454545454545
"Sci-Fi,Talk-Show",11,70.5454545454545
"Short,Thriller,Western",11,67.1818181818182
"Action,History,Short",12,66
"Adult,Comedy,Western",12,60.1666666666667
"Adult,Crime,Fantasy",12,60.0833333333333
"Adult,Drama,Short",12,55.6666666666667
"Adult,Fantasy,Mystery",12,60.5
"Adult,Mystery,Romance",12,60.9166666666667
"Adventure,Musical,Mystery",12,67.6666666666667
"Adventure,Reality-TV,Thriller",12,76.5833333333333
"Animation,Crime,Documentary",12,74.3333333333333
"Animation,Family,Horror",12,68.75
"Animation,Horror,Music",12,71
"Biography,Music,Short",12,69.4166666666667
"Comedy,Documentary,Sci-Fi",12,75
"Crime,Fantasy,Short",12,72.75
"Crime,Musical",12,53
"Documentary,Fantasy,Mystery",12,66.1666666666667
"Documentary,History,Thriller",12,76.3333333333333
"Documentary,Music,Talk-Show",12,66.5833333333333
"Drama,Musical,War",12,64.75
"Family,Horror,Mystery",12,57.5
"Game-Show,Music,Talk-Show",12,66.6666666666667
"Game-Show,Musical,Mystery",12,35.5833333333333
"Game-Show,Reality-TV,Talk-Show",12,81.5
"History,Horror,Short",12,67
"Horror,Short,Western",12,65.3333333333333
"Music,Sci-Fi,Short",12,71.75
"Mystery,Talk-Show",12,85
"News,Short,Talk-Show",12,64.6666666666667
"Action,Biography",13,65.5384615384615
"Action,Biography,Sport",13,78.2307692307692
"Action,Music,Sci-Fi",13,70.6923076923077
"Action,Romance,Short",13,69.7692307692308
"Action,Sci-Fi,Western",13,48.0769230769231
"Action,Sport,Thriller",13,62.3076923076923
"Adult,Horror,Sci-Fi",13,66
"Adult,Romance,Short",13,62.6153846153846
"Animation,Romance,Sci-Fi",13,68.5384615384615
"Animation,War",13,68.4615384615385
"Biography,Comedy,Romance",13,71.2307692307692
"Biography,Documentary,Sci-Fi",13,71.9230769230769
"Biography,Romance",13,64.0769230769231
"Comedy,Crime,Sport",13,59.3846153846154
"Comedy,Drama,Talk-Show",13,67.6153846153846
"Comedy,History,Talk-Show",13,73.6153846153846
"Crime,Documentary,Horror",13,51.5384615384615
"Crime,Fantasy,Thriller",13,71.1538461538462
"Crime,Film-Noir,Thriller",13,66.4615384615385
"Fantasy,History,Mystery",13,66.6153846153846
"Fantasy,War",13,74.8461538461538
"History,Horror",13,59.9230769230769
"Musical,Sci-Fi",13,60.1538461538462
"Romance,Sci-Fi,Thriller",13,60.6153846153846
"Action,Adventure,Musical",14,69.7857142857143
"Action,Crime,Musical",14,60.7857142857143
"Adult,Romance,Sci-Fi",14,61.3571428571429
"Adventure,Family,Sport",14,63.3571428571429
"Adventure,Music,Mystery",14,89.5
"Comedy,Crime,Film-Noir",14,59.4285714285714
"Comedy,Drama,Game-Show",14,63.7857142857143
"Comedy,Horror,Talk-Show",14,74.5714285714286
"Documentary,Drama,Musical",14,71.0714285714286
"Documentary,Music,War",14,78.3571428571429
"Fantasy,Horror,Music",14,63.2142857142857
"History,Talk-Show",14,66.0714285714286
"News,Sci-Fi",14,66.1428571428571
"Action,Mystery,Reality-TV",15,77.2666666666667
"Adventure,Drama,Sport",15,59.4666666666667
"Adventure,Short,Thriller",15,70.0666666666667
"Animation,Biography,History",15,74.6
"Animation,Drama,War",15,73.0666666666667
"Animation,Fantasy,Thriller",15,60.3333333333333
"Biography,Documentary,Fantasy",15,68.6666666666667
"Comedy,Musical,Sport",15,56.9333333333333
"Crime,Sci-Fi,Short",15,69.3333333333333
"Documentary,Fantasy,Horror",15,65.3333333333333
"Documentary,News,Reality-TV",15,77.9333333333333
"Horror,Musical,Short",15,67.7333333333333
"Mystery,Romance,Sci-Fi",15,69
"Action,Comedy,Game-Show",16,70.5625
"Action,Music",16,63.6875
"Adult,Drama,History",16,56.375
"Adventure,Animation,Musical",16,59.375
"Adventure,History,Musical",16,70.9375
"Biography,Comedy,History",16,68.625
"Crime,Drama,News",16,73.9375
"Crime,Family,Sci-Fi",16,74.9375
"Documentary,Music,News",16,73.5625
"Drama,Mystery,Reality-TV",16,65.9375
"Drama,News,Talk-Show",16,61.1875
"Family,Reality-TV,Talk-Show",16,79.0625
"Family,Romance,Short",16,65
"Action,Short,Western",17,63.8235294117647
"Adult,Documentary,Short",17,61.4117647058824
"Adult,Horror,Thriller",17,53.9411764705882
"Adventure,Game-Show",17,64.4705882352941
"Animation,Family,Game-Show",17,78.3529411764706
"Animation,Family,Romance",17,66.9411764705882
"Biography,Comedy,Musical",17,70.1764705882353
"Biography,Documentary,Horror",17,70.5294117647059
"Biography,Documentary,Musical",17,76.1176470588235
"Biography,News,Talk-Show",17,79.7647058823529
"Biography,Reality-TV",17,64.7058823529412
"Comedy,Music,Mystery",17,66.7647058823529
"Crime,Horror,Romance",17,52.4117647058824
"Documentary,Fantasy,Short",17,70.2941176470588
"Documentary,Short,Western",17,62.8235294117647
"Drama,Fantasy,War",17,68.2941176470588
"Family,Musical,Short",17,70.8823529411765
"Game-Show,Horror",17,64.8235294117647
"Horror,Talk-Show",17,76.9411764705882
"Action,Documentary,Horror",18,77
"Action,Horror,Romance",18,57.6666666666667
"Action,Short,War",18,62.8333333333333
"Adult,Music",18,61.9444444444444
"Adult,News",18,61.2777777777778
"Adventure,Animation,History",18,66.0555555555556
"Animation,Crime,Fantasy",18,70.6666666666667
"Animation,Crime,Short",18,65.4444444444444
"Animation,History,Mystery",18,70.1111111111111
"Biography,Drama,Horror",18,59
"Crime,Game-Show,Reality-TV",18,72.3888888888889
"Documentary,Music,Sport",18,71.7222222222222
"Documentary,News,Sport",18,58.4444444444444
"Documentary,News,War",18,66.3333333333333
"Music,Musical,Romance",18,70.4444444444444
"News,Short,Sport",18,41.7222222222222
"Action,Musical,Romance",19,66.3684210526316
"Adult,Crime,Horror",19,55.5789473684211
"Adventure,Animation,Romance",19,70.0526315789474
"Adventure,Fantasy,War",19,67.7368421052632
"Adventure,Mystery,Romance",19,67.2631578947368
"Animation,Biography,Family",19,65.0526315789474
"Crime,Film-Noir,Mystery",19,60.3684210526316
"Drama,Music,War",19,70.8947368421053
"Family,Musical,Romance",19,65.1578947368421
"Fantasy,Musical,Romance",19,66.3157894736842
"Action,Biography,History",20,68.9
"Adult,Reality-TV,Romance",20,54.7
"Adventure,Animation,Sport",20,69.2
"Adventure,Family,Romance",20,61.2
"Biography,War",20,72.25
"Comedy,Musical,War",20,61.85
"Music,Mystery,Short",20,69.05
"Music,News,Talk-Show",20,60.5
"Romance,Western",20,63.3
"Animation,Music,Musical",21,68.9523809523809
"Biography,Drama,Western",21,65.0476190476191
"Biography,Musical",21,64.2857142857143
"Biography,Reality-TV,Talk-Show",21,90.1428571428571
"Comedy,Documentary,Romance",21,64.7619047619048
"Comedy,Family,Western",21,61.8571428571429
"Documentary,Drama,Horror",21,67.1904761904762
"Documentary,Reality-TV,Talk-Show",21,67.9047619047619
"Documentary,Romance,Short",21,63.5238095238095
"Drama,Musical,Thriller",21,59.9523809523809
"Game-Show,Romance",21,54.6666666666667
"Game-Show,Short",21,72.4761904761905
"Horror,Music,Mystery",21,64.4761904761905
"Horror,Western",21,54.8571428571429
"Adult,Adventure,Fantasy",22,60.5909090909091
"Adult,Adventure,Romance",22,60.4090909090909
"Adult,Comedy,Short",22,63.0454545454545
"Adult,Sport",22,68.2727272727273
"Adventure,Documentary,Music",22,75.3181818181818
"Adventure,History,Reality-TV",22,72.0909090909091
"Adventure,Mystery,Short",22,69.6363636363636
"Animation,Sci-Fi,War",22,77.0454545454545
"Comedy,Game-Show,Musical",22,91.5454545454545
"Drama,Film-Noir,Romance",22,68.4090909090909
"Fantasy,Musical,Short",22,63.6363636363636
"Horror,Romance,Sci-Fi",22,53.8636363636364
"Action,Animation,Biography",23,79.3478260869565
"Adult,Adventure,Animation",23,60.9130434782609
"Adult,Reality-TV",23,62.2608695652174
"Adventure,Biography,History",23,62.2608695652174
"Adventure,Family,Music",23,66.9130434782609
"Adventure,Family,Musical",23,57.695652173913
"Adventure,Romance,Sci-Fi",23,69.9130434782609
"Animation,Short,Western",23,64.7826086956522
"Biography,Crime",23,71.0434782608696
"Biography,Family,Reality-TV",23,71.6086956521739
"Comedy,Musical,Talk-Show",23,77.304347826087
"Drama,Horror,Musical",23,66.0434782608696
"Horror,Music",23,62.0869565217391
"Horror,Musical",23,49.695652173913
"Music,Musical,Short",23,66.304347826087
"Adult,Horror,Short",24,53.0416666666667
"Adventure,Documentary,News",24,72.8333333333333
"Adventure,Family,Horror",24,58.7083333333333
"Adventure,Horror,Short",24,62.75
"Adventure,Musical",24,63.9583333333333
"Animation,Documentary,Music",24,71.375
"Crime,History,Mystery",24,68.5416666666667
"Crime,Romance,Short",24,66.7916666666667
"Documentary,Drama,Western",24,75.0833333333333
"Drama,Family,Horror",24,59.2083333333333
"History,News",24,90.375
"Adventure,Fantasy,Musical",25,65.88
"Comedy,News,Short",25,75.52
"Crime,Talk-Show",25,76.2
"Drama,Music,Thriller",25,63.4
"Fantasy,Romance,Sport",25,85.68
"History,Reality-TV,Thriller",25,76.68
"Romance,Sport",25,65.2
"Adventure,Animation,Documentary",26,74.4230769230769
"Biography,Comedy,Music",26,70.9230769230769
"Comedy,Fantasy,Thriller",26,66.9615384615385
"Documentary,Drama,Sci-Fi",26,70.0769230769231
"Drama,News,Short",26,74.1538461538462
"Adult,Crime,Thriller",27,57.7037037037037
"Adult,Mystery",27,63.3703703703704
"Animation,Documentary,Sci-Fi",27,74.2592592592593
"Animation,Fantasy,History",27,68.6296296296296
"Animation,Music,Romance",27,70.2962962962963
"Biography,History,Short",27,70.4814814814815
"Comedy,Crime,Talk-Show",27,59.2592592592593
"Comedy,History,Musical",27,70.5185185185185
"Comedy,Sci-Fi,Western",27,77.3703703703704
"Crime,Documentary,War",27,71.2962962962963
"Drama,Film-Noir,Thriller",27,65.962962962963
"Music,Sport",27,66.1851851851852
"Adult,Crime,Mystery",28,60.75
"Animation,Music,Sport",28,76.8214285714286
"Documentary,Family,Sport",28,79.5
"Drama,War,Western",28,63.0357142857143
"Family,Game-Show,Sport",28,67.1428571428571
"Family,Thriller",28,68.0357142857143
"Fantasy,Romance,Thriller",28,77.0357142857143
"History,Short,War",28,67.4285714285714
"Musical,Reality-TV",28,75.8928571428571
"Action,Adult",29,57.1379310344828
"Action,Short,Sport",29,73.6206896551724
"Adult,Comedy,Mystery",29,61.8620689655172
"Animation,Biography,Short",29,69.4137931034483
"Animation,Short,Thriller",29,66.7241379310345
"Biography,History,War",29,67.8275862068966
"Documentary,History,Romance",29,75.7931034482759
"Mystery,Reality-TV,Sci-Fi",29,76.8620689655172
"Mystery,Romance,Short",29,73.8965517241379
"Romance,Short,Thriller",29,71.0344827586207
"Action,History,Thriller",30,80.8666666666667
"Adult,Adventure,Comedy",30,60.9666666666667
"Adventure,Animation,Music",30,62.1333333333333
"Adventure,Crime,Romance",30,62.4666666666667
"Animation,Mystery,Thriller",30,67.3
"Biography,Comedy,Short",30,68.1
"Comedy,Music,Sport",30,67.0666666666667
"Comedy,Sport,Talk-Show",30,71.5666666666667
"Family,Mystery,Sci-Fi",30,84.2
"News,Reality-TV",30,62.9333333333333
"Action,Crime,Sport",31,68.9032258064516
"Action,Romance,Sci-Fi",31,57.5806451612903
"Adult,Drama,Thriller",31,63.741935483871
"Adult,Western",31,54.2258064516129
"Comedy,Crime,History",31,64.4193548387097
"Crime,Fantasy,Romance",31,77.0322580645161
"Drama,Family,Reality-TV",31,61.6451612903226
"Drama,Family,War",31,65.0322580645161
"Drama,Mystery,Sport",31,77.0645161290323
"Thriller,War",31,63.4838709677419
"Action,Adult,Drama",32,62.84375
"Adventure,Animation,Biography",32,68.375
"Animation,Music,Sci-Fi",32,77.46875
"Comedy,Music,News",32,45.53125
"Crime,Documentary,Sport",32,75.875
"Documentary,Fantasy,History",32,69.96875
"Drama,Music,Sci-Fi",32,67.46875
"News,Sci-Fi,Short",32,55
"Action,Drama,Game-Show",33,81.5757575757576
"Comedy,News,Sport",33,74.5757575757576
"Drama,Horror,Music",33,63.6060606060606
"Drama,Horror,Western",33,52.0606060606061
"Fantasy,Musical",33,64.2424242424242
"Action,Adult,Comedy",34,59.9117647058824
"Action,Game-Show,History",34,74.2352941176471
"Adventure,Comedy,Thriller",34,62.8823529411765
"Adventure,Comedy,Western",34,60.1764705882353
"Animation,Crime,Family",34,60.7058823529412
"Documentary,Musical,Short",34,65.6176470588235
"Documentary,Mystery,Short",34,70.6176470588235
"Biography,Drama,Fantasy",35,67.0285714285714
"Comedy,Romance,Western",35,56.2857142857143
"Family,History",35,61.6285714285714
"Action,Comedy,Western",36,58.7777777777778
"Adult,Drama,Mystery",36,61.9166666666667
"Adventure,Crime,Thriller",36,57.4166666666667
"Comedy,History,Sci-Fi",36,63.9166666666667
"Crime,Fantasy",36,70.6944444444444
"Documentary,Drama,Mystery",36,71.5277777777778
"Fantasy,Music",36,75.3888888888889
"Fantasy,Music,Short",36,71.3333333333333
"Action,Mystery,Romance",37,64.3513513513514
"Adventure,Crime,Horror",37,71.4864864864865
"Adventure,Drama,Musical",37,61.2702702702703
"Animation,Fantasy,Musical",37,68.945945945946
"Animation,History",37,71.7837837837838
"Biography,Mystery",37,71.2432432432432
"Comedy,Music,Sci-Fi",37,70.8918918918919
"Drama,Mystery,War",37,70.972972972973
"Drama,Sport,Thriller",37,66.7297297297297
"Fantasy,Romance,Sci-Fi",37,72.3513513513514
"Reality-TV,Sci-Fi",37,65.7837837837838
"Romance,War",37,65
"Action,Fantasy,Thriller",38,58.9736842105263
"Action,Mystery,Short",38,76.1578947368421
"Adult,Adventure,Drama",38,64.7368421052632
"Animation,Short,Sport",38,63.3684210526316
"Biography,Documentary,Romance",38,69.3421052631579
"Comedy,Documentary,Sport",38,71.3947368421053
"Comedy,Musical,Sci-Fi",38,63.7105263157895
"Comedy,Musical,Western",38,59.2631578947368
"Comedy,Short,War",38,65.2894736842105
"Documentary,Horror,Reality-TV",38,80.8421052631579
"Drama,Film-Noir",38,66.6578947368421
"Drama,Film-Noir,Mystery",38,67.2368421052632
"News,Reality-TV,Talk-Show",38,53.6842105263158
"Action,Documentary,War",39,77.5897435897436
"Animation,Crime,Horror",39,62.3846153846154
"Comedy,Sci-Fi,Talk-Show",39,74.2051282051282
"History,Horror,Sci-Fi",39,82.4358974358974
"History,Mystery,Thriller",39,84.4871794871795
"Music,Romance,Short",39,68.1538461538462
"Action,Adventure,Reality-TV",40,75.1
"Adventure,Family,Short",40,73.225
"Comedy,Documentary,Musical",40,69.225
"Fantasy,Music,Romance",40,75.65
"Horror,Music,Short",40,64.075
"Action,Animation,Documentary",41,75.9024390243902
"Adult,Crime,Romance",41,56.0975609756098
"Adult,Fantasy,Horror",41,59.219512195122
"Adventure,Crime,Fantasy",41,70.2682926829268
"Comedy,History,Short",41,74.0731707317073
"Documentary,Game-Show",41,69.1219512195122
"Documentary,Thriller",41,72.7073170731707
"Drama,Talk-Show",41,58.0731707317073
"Adventure,Fantasy,History",42,74.2380952380952
"Animation,Crime,Mystery",42,76.9285714285714
"Comedy,Crime,Sci-Fi",42,57.3809523809524
"Comedy,Romance,War",42,61.3571428571429
"Crime,Documentary,Music",42,73.0952380952381
"Crime,Horror,Sci-Fi",42,62.4761904761905
"Documentary,Sport,Talk-Show",42,81.3333333333333
"Family,Game-Show,Music",42,61.7857142857143
"Fantasy,History,Horror",42,78.5
"Reality-TV,Short,Talk-Show",42,92.2619047619048
"Action,Family,Sport",43,68.1162790697674
"Biography,Sport",43,69.2093023255814
"Comedy,Documentary,News",43,62.5813953488372
"Comedy,Fantasy,History",43,74.5348837209302
"Comedy,Game-Show,History",43,88.8139534883721
"Drama,Musical,Mystery",43,69.3023255813954
"Family,Music,Musical",43,67.6744186046512
"Adult,Animation",44,69.7954545454545
"Crime,Drama,Game-Show",44,70.7045454545455
"Crime,Mystery,Sci-Fi",44,66.0227272727273
"Documentary,Mystery,Sci-Fi",44,61.3181818181818
"Drama,Thriller,Western",44,60.25
"History,Thriller",44,76.1136363636364
"Music,News",44,54.8409090909091
"Animation,History,Short",45,66.9111111111111
"Animation,Musical",45,62.7111111111111
"Animation,Short,War",45,61.7555555555556
"Documentary,History,Western",45,78.5111111111111
"Documentary,Horror,Sci-Fi",45,68.7555555555556
"Documentary,Music,Reality-TV",45,59.7333333333333
"Family,News",45,71.2888888888889
"Action,Documentary,Short",46,71.6521739130435
"Action,Fantasy,Mystery",46,76.5
"Adult,Adventure",46,60.3260869565217
"Adventure,Animation,Mystery",46,76.8913043478261
"Adventure,History,War",46,64.6086956521739
"Drama,Game-Show,Reality-TV",46,80.1304347826087
"Drama,Sport,Western",46,71.3695652173913
"Musical,Romance,Short",46,65.8260869565217
"Action,Comedy,Music",47,58.2978723404255
"Action,Fantasy,History",47,72.0851063829787
"Adventure,Comedy,Music",47,62.4042553191489
"Animation,Horror,Thriller",47,70.4468085106383
"Biography,Talk-Show",47,71.5531914893617
"Crime,Drama,War",47,63.468085106383
"Action,Sci-Fi,Sport",48,65.4166666666667
"Action,Sci-Fi,War",48,68.4166666666667
"Adventure,Animation,Horror",48,72.0208333333333
"Family,Music,Short",48,75.1041666666667
"Action,Crime,Documentary",49,73.6326530612245
"Animation,Documentary,Fantasy",49,75.9387755102041
"Documentary,History,Talk-Show",49,77.1020408163265
"Family,Game-Show,Mystery",49,69.0204081632653
"Adventure,Comedy,History",50,66.82
"Biography,History,Mystery",50,76.36
"Comedy,Documentary,Talk-Show",50,76.24
"Comedy,Sci-Fi,Thriller",50,65.52
"Crime,Sci-Fi",50,63.8
"Fantasy,History,Romance",50,77.12
"Action,Adventure,Music",51,68.4705882352941
"Action,Animation,Music",51,72.6666666666667
"Action,Comedy,War",51,68.9019607843137
"Action,Documentary,History",51,75.0980392156863
"Adventure,Comedy,War",51,67.3333333333333
"Documentary,Drama,Romance",51,70.921568627451
"Family,Fantasy,Romance",51,62.5882352941176
"Action,Adult,Animation",52,63.3269230769231
"Family,Fantasy,Sci-Fi",52,63.5576923076923
"Animation,Horror,Sci-Fi",53,63.6415094339623
"Animation,Mystery,Short",53,59.5849056603774
"History,Reality-TV",53,72.5283018867924
"Adult,Animation,Horror",54,55.9074074074074
"Fantasy,Short,Thriller",54,73.4259259259259
"Action,Fantasy,Romance",55,70.2545454545455
"Comedy,Drama,News",55,60.6727272727273
"Documentary,Fantasy",55,63.4727272727273
"History,Horror,Mystery",55,80.4363636363636
"Action,Biography,Documentary",56,73.3214285714286
"Action,Comedy,Sport",56,60.3214285714286
"Biography,Comedy,Crime",56,68.8571428571429
"Comedy,Crime,Music",56,62.5
"Comedy,Reality-TV,Sport",56,77.9464285714286
"News,Sport",56,63.7321428571429
"Adventure,History,Romance",57,66.1929824561404
"Biography,Drama,Thriller",57,66.2456140350877
"Comedy,Family,Reality-TV",57,62.6140350877193
"Action,Adult,Adventure",58,61.5344827586207
"Comedy,Crime,Musical",58,61.3620689655172
"Comedy,Documentary,Fantasy",58,79.1206896551724
"Comedy,Game-Show,Horror",58,69.2241379310345
"Horror,Mystery,Romance",58,58.4655172413793
"Horror,Romance,Short",58,67.1724137931034
"Action,Animation,History",59,73.2203389830509
"Action,Thriller,War",59,56.4067796610169
"Adult,Comedy,Horror",59,53.1186440677966
"Adult,Drama,Horror",59,58.6779661016949
"Biography,Documentary,War",59,74.6779661016949
"Comedy,Reality-TV,Talk-Show",59,70.5762711864407
"Drama,History,Musical",59,68.9830508474576
"Drama,Reality-TV,Romance",59,65.2033898305085
"Action,Fantasy,Short",60,73.6166666666667
"Adventure,Fantasy,Game-Show",60,80.8833333333333
"Crime,Documentary,Short",60,68.5333333333333
"Action,Comedy,Documentary",61,71.9672131147541
"Action,Comedy,Musical",61,60.8360655737705
"Animation,Biography,Drama",61,70.4754098360656
"Documentary,Music,Musical",61,74.7704918032787
"Family,Fantasy,Mystery",61,67.0491803278689
"Drama,History,Horror",62,67.3870967741936
"News,Sport,Talk-Show",62,60.3870967741936
"Romance,Sci-Fi,Short",62,71.741935483871
"Adventure,Drama,Music",63,61.0793650793651
"Crime,Fantasy,Horror",63,55.8730158730159
"Family,Fantasy,Short",63,66.968253968254
"Action,Documentary,Sport",64,73.0625
"Adventure,Comedy,Musical",64,64.859375
"Animation,Romance,Sport",64,76.65625
"Biography,Drama,Mystery",64,69.84375
"Comedy,Musical,Mystery",64,71.890625
"Drama,Mystery,Western",64,68.578125
"History,Mystery",64,68.40625
"Action,History,Romance",65,74.4615384615385
"Action,Mystery",65,61.6615384615385
"Animation,Comedy,News",65,56.6461538461538
"Animation,Romance",65,68.2
"Documentary,Family,News",65,67.6307692307692
"Adult,Animation,Fantasy",66,69.1969696969697
"Adult,Animation,Short",66,67.1212121212121
"Adventure,Family,History",66,64.9848484848485
"Animation,Sport,Thriller",66,78.3636363636364
"Drama,History,Sport",66,69.1818181818182
"Horror,Romance,Thriller",66,56.3484848484849
"Action,Crime,History",67,73.4925373134328
"Adult,Thriller",67,60.5223880597015
"Fantasy,Sci-Fi,Thriller",67,66.5223880597015
"Action,Drama,Music",68,58.4558823529412
"Adventure,Game-Show,Mystery",68,76.7058823529412
"Drama,History,Sci-Fi",69,68.8405797101449
"Adventure,Mystery,Sci-Fi",70,71.3285714285714
"Adventure,Sport",70,72.5142857142857
"Animation,Mystery,Sci-Fi",70,68.3714285714286
"Crime,Sci-Fi,Thriller",70,73.5857142857143
"Adult,Comedy,Sci-Fi",71,59.3802816901408
"Adventure,Documentary,Horror",71,62.5070422535211
"Animation,Documentary,Drama",71,72.3380281690141
"Fantasy,Horror,Romance",71,65.8450704225352
"Adventure,Mystery,Thriller",72,66.6527777777778
"Biography,Music",72,71.1111111111111
"Action,Adult,Crime",73,67.5068493150685
"Action,Western",73,59.1232876712329
"Comedy,Fantasy,Music",73,70.013698630137
